location_id,latitude,longitude,elevation_m,scenario,period,month,precipitation_mm,mean_temperature_c,minimum_temperature_c,maximum_temperature_c,relative_humidity_percent,wind_speed_ms,consecutive_dry_days_index,heavy_rain_days,heat_stress_days,drought_tendency,coconut_climate_suitability,temperature_spread_c,precipitation_spread_fraction,data_source_type,generation_version
south_cotabato,6.334,124.952,150,ssp126,2041-2060,1,121.872,25.772,21.572,30.772,79.032,2.245,0.1793,1.654,0.0,0.1793,0.7167,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,2,90.13,25.972,21.772,30.972,76.398,2.391,0.1969,1.223,0.031,0.1969,0.6871,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,3,98.369,26.572,22.373,31.572,75.562,2.445,0.1924,1.335,1.531,0.1924,0.7339,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,4,105.836,27.173,22.973,32.172,75.712,2.391,0.1882,1.437,3.031,0.1882,0.759,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,5,165.518,27.272,23.072,32.272,79.905,2.245,0.155,2.247,3.281,0.155,0.8313,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,6,225.594,26.772,22.572,31.772,85.107,2.045,0.1217,3.062,2.031,0.1217,0.8113,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,7,263.583,26.373,22.173,31.373,86.867,1.845,0.1006,3.578,1.031,0.1006,0.7459,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,8,260.504,26.472,22.272,31.472,86.805,1.699,0.1023,3.536,1.281,0.1023,0.7553,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,9,219.249,26.572,22.373,31.572,85.98,1.645,0.1252,2.976,1.531,0.1252,0.8062,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,10,207.933,26.572,22.373,31.572,85.754,1.699,0.1315,2.822,1.531,0.1315,0.8185,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,11,180.254,26.373,22.173,31.373,84.2,1.845,0.1469,2.447,1.031,0.1469,0.8293,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2041-2060,12,147.496,25.972,21.772,30.972,81.545,2.045,0.1651,2.002,0.031,0.1651,0.7623,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,1,121.332,26.009,21.809,31.009,78.819,2.245,0.1931,1.661,0.797,0.1931,0.7275,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,2,89.731,26.209,22.009,31.209,76.187,2.391,0.2106,1.229,1.297,0.2106,0.6981,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,3,97.923,26.809,22.609,31.809,75.351,2.445,0.2061,1.341,2.797,0.2061,0.7448,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,4,105.343,27.409,23.209,32.409,75.499,2.391,0.202,1.443,4.297,0.202,0.7415,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,5,164.744,27.509,23.309,32.509,79.687,2.245,0.169,2.256,4.547,0.169,0.8134,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,6,224.562,27.009,22.809,32.009,84.884,2.045,0.1357,3.075,3.297,0.1357,0.8229,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,7,262.411,26.609,22.409,31.609,86.641,1.845,0.1147,3.593,2.297,0.1147,0.7587,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,8,259.355,26.709,22.509,31.709,86.58,1.699,0.1164,3.551,2.547,0.1164,0.768,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,9,218.264,26.809,22.609,31.809,85.758,1.645,0.1392,2.989,2.797,0.1392,0.8188,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,10,206.972,26.809,22.609,31.809,85.532,1.699,0.1455,2.834,2.797,0.1455,0.8311,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,11,179.41,26.609,22.409,31.609,83.981,1.845,0.1608,2.457,2.297,0.1608,0.8397,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2061-2080,12,146.816,26.209,22.009,31.209,81.329,2.045,0.1789,2.01,1.297,0.1789,0.7729,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,1,120.793,26.245,22.045,31.245,78.606,2.245,0.2069,1.669,2.063,0.2069,0.7383,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,2,89.333,26.445,22.245,31.445,75.977,2.391,0.2244,1.234,2.563,0.2244,0.709,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,3,97.478,27.045,22.845,32.045,75.14,2.445,0.2198,1.346,4.063,0.2198,0.7503,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,4,104.851,27.645,23.445,32.645,75.287,2.391,0.2157,1.448,5.563,0.2157,0.724,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,5,163.97,27.745,23.545,32.745,79.469,2.245,0.1829,2.265,5.813,0.1829,0.7955,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,6,223.53,27.245,23.045,32.245,84.661,2.045,0.1498,3.088,4.563,0.1498,0.8071,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,7,261.239,26.845,22.645,31.845,86.415,1.845,0.1289,3.609,3.563,0.1289,0.7714,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,8,258.206,26.945,22.745,31.945,86.354,1.699,0.1306,3.567,3.813,0.1306,0.7807,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,9,217.28,27.045,22.845,32.045,85.536,1.645,0.1533,3.001,4.063,0.1533,0.8259,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,10,206.011,27.045,22.845,32.045,85.31,1.699,0.1595,2.846,4.063,0.1595,0.8382,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,11,178.566,26.845,22.645,31.845,83.761,1.845,0.1748,2.467,3.563,0.1748,0.85,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp126,2081-2100,12,146.136,26.445,22.245,31.445,81.113,2.045,0.1928,2.019,2.563,0.1928,0.7835,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,1,122.95,25.3,21.1,30.3,79.459,2.275,0.1517,1.639,0.0,0.1517,0.6952,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,2,90.927,25.5,21.3,30.5,76.819,2.421,0.1695,1.212,0.0,0.1695,0.6652,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,3,99.259,26.1,21.9,31.1,75.985,2.475,0.1649,1.323,0.0,0.1649,0.7121,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,4,106.82,26.7,22.5,31.7,76.136,2.421,0.1607,1.424,0.5,0.1607,0.7581,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,5,167.065,26.8,22.6,31.8,80.341,2.275,0.1272,2.228,0.75,0.1272,0.843,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,6,227.657,26.3,22.1,31.3,85.553,2.075,0.0935,3.035,0.0,0.0935,0.7861,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,7,265.928,25.9,21.7,30.9,87.319,1.875,0.0723,3.546,0.0,0.0723,0.7204,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,8,262.801,26.0,21.8,31.0,87.256,1.729,0.074,3.504,0.0,0.074,0.7298,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,9,221.219,26.1,21.9,31.1,86.424,1.675,0.0971,2.95,0.0,0.0971,0.7811,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,10,209.856,26.1,21.9,31.1,86.197,1.729,0.1034,2.798,0.0,0.1034,0.7935,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,11,181.942,25.9,21.7,30.9,84.639,1.875,0.1189,2.426,0.0,0.1189,0.8085,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,historical,12,148.856,25.5,21.3,30.5,81.977,2.075,0.1373,1.985,0.0,0.1373,0.7412,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,1,122.051,25.694,21.494,30.694,79.104,2.275,0.1747,1.652,0.0,0.1747,0.7131,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,2,90.263,25.894,21.694,30.894,76.468,2.421,0.1924,1.222,0.0,0.1924,0.6835,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,3,98.517,26.494,22.294,31.494,75.633,2.475,0.1878,1.333,1.109,0.1878,0.7303,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,4,106.0,27.094,22.894,32.094,75.782,2.421,0.1836,1.435,2.609,0.1836,0.7649,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,5,165.776,27.194,22.994,32.194,79.978,2.275,0.1504,2.243,2.859,0.1504,0.8372,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,6,225.937,26.694,22.494,31.694,85.181,2.075,0.117,3.058,1.609,0.117,0.8071,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,7,263.974,26.294,22.094,31.294,86.942,1.875,0.0958,3.572,0.609,0.0958,0.7417,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,8,260.887,26.394,22.194,31.394,86.88,1.729,0.0976,3.531,0.859,0.0976,0.751,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,9,219.577,26.494,22.294,31.494,86.054,1.675,0.1205,2.972,1.109,0.1205,0.802,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,10,208.253,26.494,22.294,31.494,85.828,1.729,0.1268,2.818,1.109,0.1268,0.8144,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,11,180.535,26.294,22.094,31.294,84.273,1.875,0.1422,2.443,0.609,0.1422,0.8258,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2021-2040,12,147.722,25.894,21.694,30.894,81.617,2.075,0.1604,1.999,0.0,0.1604,0.7588,0.462,0.11,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,1,121.153,26.088,21.888,31.088,78.748,2.275,0.1977,1.664,1.219,0.1977,0.7311,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,2,89.598,26.288,22.088,31.288,76.117,2.421,0.2152,1.23,1.719,0.2152,0.7017,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,3,97.775,26.888,22.688,31.888,75.28,2.475,0.2107,1.343,3.219,0.2107,0.7484,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,4,105.179,27.488,23.288,32.488,75.429,2.421,0.2066,1.444,4.719,0.2066,0.7357,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,5,164.486,27.588,23.388,32.588,79.615,2.275,0.1736,2.259,4.969,0.1736,0.8074,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,6,224.218,27.088,22.888,32.088,84.809,2.075,0.1404,3.079,3.719,0.1404,0.8176,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,7,262.02,26.688,22.488,31.688,86.565,1.875,0.1194,3.598,2.719,0.1194,0.7629,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,8,258.972,26.788,22.588,31.788,86.504,1.729,0.1211,3.557,2.969,0.1211,0.7723,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,9,217.936,26.888,22.688,31.888,85.684,1.675,0.1439,2.993,3.219,0.1439,0.8229,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,10,206.651,26.888,22.688,31.888,85.458,1.729,0.1502,2.838,3.219,0.1502,0.8352,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,11,179.129,26.688,22.488,31.688,83.908,1.875,0.1655,2.46,2.719,0.1655,0.8431,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2041-2060,12,146.589,26.288,22.088,31.288,81.257,2.075,0.1836,2.013,1.719,0.1836,0.7764,0.575,0.14,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,1,120.254,26.481,22.281,31.481,78.393,2.275,0.2207,1.676,3.328,0.2207,0.749,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,2,88.934,26.681,22.481,31.681,75.766,2.421,0.2381,1.239,3.828,0.2381,0.72,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,3,97.032,27.281,23.081,32.281,74.928,2.475,0.2336,1.352,5.328,0.2336,0.7328,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,4,104.359,27.881,23.681,32.881,75.075,2.421,0.2295,1.454,6.828,0.2295,0.7065,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,5,163.197,27.981,23.781,32.981,79.251,2.275,0.1968,2.274,7.078,0.1968,0.7776,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,6,222.499,27.481,23.281,32.481,84.437,2.075,0.1639,3.1,5.828,0.1639,0.7913,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,7,260.066,27.081,22.881,32.081,86.189,1.875,0.143,3.624,4.828,0.143,0.7744,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,8,257.057,27.181,22.981,32.181,86.129,1.729,0.1447,3.582,5.078,0.1447,0.7717,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,9,216.295,27.281,23.081,32.281,85.313,1.675,0.1673,3.014,5.328,0.1673,0.8101,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,10,205.049,27.281,23.081,32.281,85.088,1.729,0.1736,2.857,5.328,0.1736,0.8223,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,11,177.722,27.081,22.881,32.081,83.542,1.875,0.1888,2.476,4.828,0.1888,0.8506,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2061-2080,12,145.456,26.681,22.481,31.681,80.897,2.075,0.2067,2.027,3.828,0.2067,0.7941,0.688,0.17,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,1,119.355,26.875,22.675,31.875,78.037,2.275,0.2437,1.687,5.438,0.2437,0.767,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,2,88.27,27.075,22.875,32.075,75.415,2.421,0.261,1.248,5.937,0.261,0.7292,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,3,96.29,27.675,23.475,32.675,74.576,2.475,0.2565,1.361,7.438,0.2565,0.7037,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,4,103.538,28.275,24.075,33.275,74.721,2.421,0.2525,1.463,8.938,0.2525,0.6772,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,5,161.907,28.375,24.175,33.375,78.888,2.275,0.2201,2.288,9.188,0.2201,0.7478,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,6,220.78,27.875,23.675,32.875,84.066,2.075,0.1873,3.12,7.938,0.1873,0.7651,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,7,258.112,27.475,23.275,32.475,85.812,1.875,0.1666,3.648,6.938,0.1666,0.7484,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,8,255.143,27.575,23.375,32.575,85.753,1.729,0.1683,3.606,7.187,0.1683,0.7457,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,9,214.654,27.675,23.475,32.675,84.943,1.675,0.1907,3.034,7.438,0.1907,0.7838,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,10,203.447,27.675,23.475,32.675,84.719,1.729,0.197,2.875,7.438,0.197,0.796,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,11,176.315,27.475,23.275,32.475,83.176,1.875,0.212,2.492,6.938,0.212,0.8207,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp245,2081-2100,12,144.323,27.075,22.875,32.075,80.536,2.075,0.2298,2.04,5.937,0.2298,0.8027,0.8,0.2,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,1,122.95,25.3,21.1,30.3,79.459,2.305,0.1517,1.639,0.0,0.1517,0.6952,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,2,90.927,25.5,21.3,30.5,76.819,2.451,0.1695,1.212,0.0,0.1695,0.6652,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,3,99.259,26.1,21.9,31.1,75.985,2.505,0.1649,1.323,0.0,0.1649,0.7121,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,4,106.82,26.7,22.5,31.7,76.136,2.451,0.1607,1.424,0.5,0.1607,0.7581,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,5,167.065,26.8,22.6,31.8,80.341,2.305,0.1272,2.228,0.75,0.1272,0.843,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,6,227.657,26.3,22.1,31.3,85.553,2.105,0.0935,3.035,0.0,0.0935,0.7861,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,7,265.928,25.9,21.7,30.9,87.319,1.905,0.0723,3.546,0.0,0.0723,0.7204,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,8,262.801,26.0,21.8,31.0,87.256,1.759,0.074,3.504,0.0,0.074,0.7298,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,9,221.219,26.1,21.9,31.1,86.424,1.705,0.0971,2.95,0.0,0.0971,0.7811,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,10,209.856,26.1,21.9,31.1,86.197,1.759,0.1034,2.798,0.0,0.1034,0.7935,0.35,0.08,synthetic_reference_based,climate-demo-1.0
south_cotabato,6.334,124.952,150,ssp370,historical,11,181.942,25.9,21.7,30.9,84.639,1.905,0.1189,2.426,0.0,0.1189,0.8085,0.35,0.08,synthetic_reference_based,climate-demo-1.0
