record_id,farm_id,year,region,province,latitude,longitude,elevation_m,slope_degrees,farm_area_hectares,tree_density_per_hectare,total_trees,young_trees,productive_trees,aging_trees,stressed_trees,infested_trees,recovering_trees,dead_trees,average_tree_age,variety,soil_ph,nitrogen_index,phosphorus_index,potassium_index,drainage_index,annual_rainfall_mm,mean_temperature_c,relative_humidity_percent,drought_exposure,typhoon_exposure,weather_event,weather_severity,intervention,pest_control,soil_rehabilitation,replanting,yellowing,crown_decline,frond_cuts,visible_scale_insects,rhinoceros_beetle_damage,premature_nut_fall,nearby_reports,symptom_severity,pest_probability,pest_outcome,suitability_score,suitability_class,annual_production_tons,yield_tons_per_hectare,replanting_survival,rehabilitation_success,data_source_type,is_synthetic,generation_version,generation_seed,reference_group,created_at,quality_flag
SYN-FARM-0002-2020,SYN-FARM-0002,2020,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,10,163,53,31,5,21,27,26.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2522.9673064506637,26.879174015426962,85.13244785416568,0.0,0.03703405881275551,typhoon,0.5159908179626369,monitoring,0,0,0,0,0,0,0,0,0,0,1,0.26112914727998915,0,0.9360853763254222,4,3.2330247226178184,1.337727451481274,0.6009043507482654,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0002-2021,SYN-FARM-0002,2021,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,60,185,35,8,7,10,5,27.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2503.360824956521,27.21470345772189,79.59098140601485,0.0,0.2226069497313412,normal,0.39057080361757923,replanting,0,0,1,1,0,0,1,0,1,1,2,0.2138919282507182,1,0.9212395450519354,4,3.415946198730135,1.413414803436562,0.8570783711252609,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0002-2022,SYN-FARM-0002,2022,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,27,220,42,6,6,1,8,28.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2564.560476878242,27.08986832244968,86.58829081803205,0.0,0.05676530758402834,normal,0.37103111869698313,none,0,0,0,0,0,0,0,0,0,0,1,0.2943342722548833,0,0.9345068764237204,4,5.911855440388206,2.446146253219076,0.7967549129815708,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0002-2023,SYN-FARM-0002,2023,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,38,187,36,11,4,25,9,29.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2445.0487923168284,25.875466797375992,88.23540992714635,0.0,0.10642044360370696,normal,0.47509328666286593,monitoring,0,0,0,0,0,0,0,0,0,0,1,0.31505897421295964,0,0.9305344655421461,4,5.402336398054399,2.2353227462987566,0.6936901046409794,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0002-2024,SYN-FARM-0002,2024,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,24,216,35,15,1,11,8,30.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2368.7985232588144,26.96715032691951,81.32045746223072,0.0,0.29756818985121763,normal,0.1005299872971826,monitoring,0,0,0,0,0,0,0,0,0,0,1,0.23760666394212085,0,0.9152426458423453,4,5.938587915112443,2.457207339462699,0.728809123926593,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0002-2025,SYN-FARM-0002,2025,Region XI,Davao Oriental,7.31270941670256,126.54883315313026,27.38977568884055,1.8587103673472276,2.4168037510465004,128.15652922409015,310,68,167,34,14,1,20,6,31.195186543137854,Tall,5.83267783997175,0.8413620614843615,0.8263785297862161,0.8888077795826106,0.49678137988284243,2302.5408830711117,27.462420127875337,87.66851726167415,0.0,0.21247970626981286,normal,0.07796013371208123,combined,1,1,1,0,0,0,0,0,0,0,0,0.11444062778251658,0,0.9220497245288577,4,5.321413862607702,2.201839458542497,0.7499558579573062,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2018,SYN-FARM-0003,2018,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,38,239,38,13,2,10,8,25.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2275.202544057076,26.348495219743498,81.6872110219806,0.0,0.3450565357091342,normal,0.10438519010494171,soil_rehabilitation,0,1,0,0,0,0,0,0,0,1,1,0.23159737641717174,0,0.88510491298517,4,5.1099510656868725,1.9686302124047856,0.8613988911863837,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2019,SYN-FARM-0003,2019,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,31,222,47,14,15,12,7,26.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2460.6116115849795,25.734732444001878,78.69409987214283,0.0,0.2986268441952778,normal,0.3503387495090144,none,0,0,0,1,0,1,0,0,0,0,2,0.20842527036698183,1,0.8888192883062785,4,3.8715202207647064,1.4915195031342168,0.8730839871385451,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2020,SYN-FARM-0003,2020,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,31,226,58,21,1,1,10,27.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2228.079911668989,26.770863913256886,80.11022257390577,0.0,0.06939648661639702,normal,0.10673678620478001,none,0,0,0,0,0,0,0,0,0,1,1,0.17552827420462006,0,0.907157716912589,4,5.513096245173877,2.123943594102852,0.7108053401989125,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2021,SYN-FARM-0003,2021,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,23,219,26,40,1,30,9,28.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2256.6445031757144,26.242358346690313,75.36341309912545,0.0,0.06619056027262385,drought,0.719693678281982,pest_control,1,0,0,0,0,0,0,0,1,0,0,0.04229019000613644,0,0.9074141910200908,4,4.3994875717844595,1.6949211531735207,0.8851607770190253,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2022,SYN-FARM-0003,2022,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,21,231,54,13,2,21,6,29.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2640.913175961593,26.398285921153157,84.11220660142088,0.0,0.1382163973251818,normal,0.17926609632706877,pest_control,1,0,0,0,0,0,0,0,0,0,1,0.10204658378326895,0,0.9016521240558861,4,6.086835897025349,2.3449792161998686,0.8714301750735596,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2023,SYN-FARM-0003,2023,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,35,247,40,15,2,0,9,30.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2411.835110857626,26.001612094891513,81.67491572047423,0.0,0.05363310289742019,normal,0.27935275940014576,none,0,0,0,0,0,0,0,0,0,0,0,0.21439877511928385,0,0.9084187876101071,4,6.462694262308057,2.489780237573476,0.8022567384019652,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2024,SYN-FARM-0003,2024,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,42,231,43,15,7,2,8,31.996293247391097,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2421.8711043603143,26.348964108088023,78.73497625653593,0.0,0.399776768380655,normal,0.08295480884553989,none,0,0,0,0,0,0,0,0,0,0,1,0.22839423841468948,0,0.8807272943714484,4,5.666598472545752,2.183080974987943,0.8210322019436261,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0003-2025,SYN-FARM-0003,2025,Region VIII,Leyte,11.245449306313587,125.19504341271268,144.93818030144956,1.3167534177348283,2.5956886333898117,133.93115400030175,348,44,194,78,17,4,1,10,32.996293247391094,Hybrid,6.4184873898240475,0.6043509784611252,0.507829683035753,0.534873957598953,0.6980860868845253,2522.16429906217,26.88823449527305,83.02973819341,0.0,0.14862591742016093,normal,0.11470921883963862,none,0,0,0,0,0,0,0,0,0,0,0,0.26367593884975066,0,0.9008193624482879,4,5.406988232072201,2.0830650342722357,0.7266228087098036,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2018,SYN-FARM-0004,2018,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,21,156,17,9,2,9,4,14.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2479.4825832854085,26.091353008152357,84.83911500699188,0.0,0.2111075680737123,normal,0.2760125590380764,soil_rehabilitation,0,1,0,0,0,0,0,0,0,1,0,0.2690400931010921,0,0.8832191016707297,4,2.9976993784443633,1.8257898209496448,0.774377147819123,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2019,SYN-FARM-0004,2019,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,9,159,23,9,8,6,4,15.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2180.523213006422,25.952501565178345,86.41126271466209,0.0,0.22679141137718245,normal,0.4175921627421155,monitoring,0,0,0,1,0,0,0,0,1,0,1,0.2588171443126348,1,0.8819643942064521,4,2.4823083435697453,1.5118838595816624,0.6865132643673901,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2020,SYN-FARM-0004,2020,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,23,156,3,16,6,11,3,16.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2352.126118326318,25.69455637720579,85.70229207156528,0.0,0.21125259098644972,drought,0.24043577044928438,soil_rehabilitation,0,1,0,0,0,0,0,0,0,1,0,0.26714405361844995,0,0.8832074998377107,4,2.736555849658659,1.6667367817782393,0.9285967202285049,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2021,SYN-FARM-0004,2021,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,42,132,22,12,3,6,1,17.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2299.8631351500494,26.964767854462178,84.49522664237583,0.0,0.2353474097187485,normal,0.08446744407083405,combined,1,1,1,0,0,0,0,0,0,0,0,0.08647127875813179,0,0.8812799143391269,4,2.935089630081547,1.7876564970830033,0.7960431685028511,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2022,SYN-FARM-0004,2022,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,9,153,27,12,6,5,6,18.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2242.3657810453833,25.75877201962062,90.4759607002627,0.0,0.4487203897998133,normal,0.19514231388908473,pest_control,1,0,0,1,0,1,1,1,0,0,1,0.14428402162313503,1,0.8642100759326417,4,2.757259764612581,1.6793467844517878,0.866381812066461,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2023,SYN-FARM-0004,2023,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,15,175,15,8,2,0,3,19.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2311.706264024246,26.788074779080336,82.78677992326453,0.0,0.12258564954261116,normal,0.20764544812596342,none,0,0,0,0,0,0,0,0,0,1,1,0.21266115924960266,0,0.8903008551532179,4,3.502805882006947,2.133431847809126,0.7622251208183073,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2024,SYN-FARM-0004,2024,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,21,142,22,8,1,19,5,20.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,2184.317438205823,25.935746238264382,83.41602859030921,0.0,0.14620169299808933,normal,0.5548255350683633,monitoring,0,0,0,0,0,0,0,0,0,0,1,0.21119844551693065,0,0.8884115716767795,4,3.669461614284722,2.2349358017358116,0.916508738313407,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0004-2025,SYN-FARM-0004,2025,Region IV-A,Quezon,13.634456253522021,121.78320744434888,191.01932397284003,4.279076789025832,1.6418644380902372,132.7789375128447,218,38,120,25,17,0,15,3,21.796086710076636,Hybrid,6.35843829719421,0.5095663864006434,0.414474660849794,0.49493929433180694,0.6736078063681932,1979.2750039354812,27.134586779847016,84.63405930209224,0.0,0.025828159184609477,drought,0.25884509931626887,combined,1,1,1,0,0,0,0,0,0,0,0,0.06324289683639907,0,0.898041454381858,4,2.8005232783708967,1.7056970194374717,0.8590961093561684,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0005-2018,SYN-FARM-0005,2018,Region IX,Zamboanga del Sur,7.778903674779222,123.01848069773736,379.5764683252768,10.700778875507037,2.435621416785172,115.51028705827355,281,2,201,44,10,9,4,11,31.15291663869232,Tall,6.758712634991911,0.7567550396143196,0.6414481415789417,0.7088955423155483,0.8255696397097911,2185.2389993850456,24.75198015769904,80.16069759385009,0.0,0.1977741958107974,normal,0.33638154465627196,none,0,0,0,0,1,1,1,1,0,0,2,0.19298198308772552,1,0.9285549092756639,4,3.659264737554616,1.5023947122227872,0.7844340901834442,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0005-2019,SYN-FARM-0005,2019,Region IX,Zamboanga del Sur,7.778903674779222,123.01848069773736,379.5764683252768,10.700778875507037,2.435621416785172,115.51028705827355,281,30,152,50,10,2,28,9,32.15291663869232,Tall,6.758712634991911,0.7567550396143196,0.6414481415789417,0.7088955423155483,0.8255696397097911,2158.1375666400177,24.738616347601575,86.4602820740647,0.0,0.1484695813124389,normal,0.08431513413660544,combined,1,1,1,0,0,0,0,0,0,0,1,0.09442047997215217,0,0.9324992784355326,4,4.599801604882034,1.888553604095586,0.7521103654227321,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0005-2020,SYN-FARM-0005,2020,Region IX,Zamboanga del Sur,7.778903674779222,123.01848069773736,379.5764683252768,10.700778875507037,2.435621416785172,115.51028705827355,281,23,174,45,8,1,25,5,33.15291663869232,Tall,6.758712634991911,0.7567550396143196,0.6414481415789417,0.7088955423155483,0.8255696397097911,2332.7369054841924,24.71218828887991,81.01438949700554,0.0,0.03741279458058632,normal,0.038504077127710236,pest_control,1,0,0,0,0,0,0,0,0,0,1,0.06742249059441507,0,0.9413838213740808,4,5.229052181406066,2.1469067997882867,0.7737550612388154,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0005-2021,SYN-FARM-0005,2021,Region IX,Zamboanga del Sur,7.778903674779222,123.01848069773736,379.5764683252768,10.700778875507037,2.435621416785172,115.51028705827355,281,62,137,42,12,2,20,6,34.15291663869232,Tall,6.758712634991911,0.7567550396143196,0.6414481415789417,0.7088955423155483,0.8255696397097911,2317.7685192359468,24.75688969237493,80.66279978259152,0.0,0.05667853679971881,normal,0.4000048659157782,combined,1,1,1,1,0,1,1,0,0,0,2,0.06725305337271853,1,0.9398425619965501,4,3.4642760409509554,1.4223376494707975,0.8431279321316952,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
SYN-FARM-0005-2022,SYN-FARM-0005,2022,Region IX,Zamboanga del Sur,7.778903674779222,123.01848069773736,379.5764683252768,10.700778875507037,2.435621416785172,115.51028705827355,281,28,190,40,13,0,3,7,35.15291663869232,Tall,6.758712634991911,0.7567550396143196,0.6414481415789417,0.7088955423155483,0.8255696397097911,2216.7759231471264,25.222936459072656,77.76510843127859,0.0,0.24714602130761723,normal,0.35498555572699153,none,0,0,0,0,0,0,0,0,0,0,0,0.18495094538421572,0,0.9246051632359183,4,5.745694272839466,2.3590260100534546,0.7537868533710197,0,synthetic_reference_based,True,agri-synthetic-1.0,20260719,Philippine coconut development ranges,2026-07-19T05:04:04.547864+00:00,development_only
